1711,Ubierring
1811,Chlodwigplatz
1911,Ulrepforte
2211,Eifelstr.
2311,Barbarossaplatz
2411,Zülpicher Platz
2711,Rudolfplatz
3011,Friesenplatz
3211,Christophstr./Mediapark
3611,Hansaring
3511,Ebertplatz
30511,Lohsestr.
30411,Florastr.
30311,Neusser Str./Gürtel
33611,Mollwitzstr.
33711,Scheibenstr.
36211,Wilhelm-Sollmann-Str.
36311,Altonaer Platz
36411,Herforder Str.
35511,Meerfeldstr.
35611,Longericher Str.
35711,Longerich Friedhof
38411,Heimersdorf
38511,Chorweiler
