16611,Sülz Hermeskeiler Platz
16511,Mommsenstr.
16411,Zülpicher Str./Gürtel
15511,Lindenburg
15411,Weyertal
15311,Universität
86511,Dasselstr./Bf Süd
2411,Zülpicher Platz
411,Mauritiuskirche
211,Neumarkt
111,Heumarkt
3911,Deutzer Freiheit
80211,Bf Deutz/Messe
4411,Deutz Technische Hochschule
51211,Kalk Post
51311,Kalk Kapelle
52111,Vingst
53311,Ostheim
53411,Autobahn
55311,Steinweg
55411,Porzer Str.
55611,Rath/Heumar
55511,Röttgensweg
55711,Königsforst
